sig_id,cp_type,cp_time,cp_dose,g-0,g-1,g-2,g-3,g-4,c-0
id_085234929,trt_cp,48,D2,0.7924,0.0948,-0.0065,-1.453,0.5592,-0.7201
id_0853041ac,ctl_vehicle,72,D1,-0.1694,0.0726,0.6772,0.0964,0.1233,-0.445
id_08551cb80,trt_cp,24,D2,0.7355,1.323,-0.8408,0.0757,0.5071,-0.8872
id_08569883c,trt_cp,48,D1,-1.439,0.439,0.6425,0.5652,0.1202,0.3931
id_085905dd9,trt_cp,72,D2,-0.3059,-0.1123,-0.5028,0.0668,-0.0491,0.0233
id_085efcefc,trt_cp,24,D1,0.1304,0.768,-0.3061,0.1244,0.7131,-0.5527
id_085f9d65b,trt_cp,24,D1,-0.5439,-0.2022,-0.3788,-0.1828,-0.1368,-0.2699
id_086481895,trt_cp,48,D1,-0.947,0.1627,0.0367,-0.6657,0.2937,-0.7402
id_08671b974,trt_cp,24,D1,-0.3539,0.3163,0.6146,-0.4475,1.856,-0.8954
id_0868d3b43,trt_cp,48,D1,-0.399,0.0674,1.47,-0.0435,-1.245,-0.423
id_086f02dce,ctl_vehicle,24,D2,0.3616,-0.2312,-0.2417,-0.1072,-0.1043,0.0932
id_0873e765c,ctl_vehicle,48,D1,-0.8927,0.8194,-0.7232,0.0404,1.662,0.0436
id_08773b1bc,trt_cp,48,D2,-0.937,-1.2,1.023,0.6925,-0.5859,-0.7257
id_087a9b0c4,trt_cp,72,D2,-0.2016,0.2773,-0.7276,0.2249,0.5354,0.2804
id_087af9211,trt_cp,48,D1,1.39,-1.122,4.13,0.3002,-0.0628,-0.8312
id_087d5ac3b,trt_cp,48,D1,0.457,-0.1518,0.1566,-0.0321,0.8747,0.0144
id_087e25143,trt_cp,24,D2,1.142,0.7107,-0.2271,-1.611,1.2,-0.1958
id_087eef483,trt_cp,72,D2,-1.384,-0.0764,-1.377,0.1051,-0.4396,-1.441
id_087f45b0c,trt_cp,24,D2,0.1709,-1.302,-0.3826,-0.3238,0.6761,-0.2228
id_087f99aa5,trt_cp,24,D1,0.5215,0.6107,1.123,-0.3203,-0.16,-0.2301
id_0880ae443,trt_cp,48,D2,-0.3968,0.2648,-0.6745,-0.4002,-0.1218,0.4482
id_0880ea33c,trt_cp,48,D1,0.0284,0.4688,-0.6556,-0.603,0.6802,1.42
id_0882a2944,ctl_vehicle,48,D2,1.071,-1.263,-0.4593,-0.6104,0.4493,0.3514
id_0883aa5a9,trt_cp,48,D1,0.0283,-0.5215,0.3383,0.6863,-2.087,-0.5249
id_0885a5d3c,trt_cp,48,D1,-0.3871,0.6111,0.494,-1.026,0.116,0.4376
id_08895fbd5,trt_cp,72,D2,0.101,1.294,0.3995,0.4237,-1.001,0.35
id_088a97025,trt_cp,24,D2,-0.4578,-1.338,0.6602,0.8789,0.8889,-0.8299
id_088eaa4d4,trt_cp,24,D1,1.722,-1.138,0.7281,-0.2448,1.06,-0.4397
id_08921988f,trt_cp,72,D1,-0.171,-0.2968,-0.2413,0.3586,0.0988,-0.6559
id_089297df9,trt_cp,48,D1,-0.6586,0.3871,-0.2316,-0.2101,-0.5591,0.3896
id_08944f6e7,trt_cp,24,D2,0.1348,0.7721,0.4621,-0.0944,0.422,0.8832
id_089684aa3,trt_cp,24,D2,0.197,-0.2828,0.9464,-1.223,0.9141,1.017
id_0897eb75c,trt_cp,72,D2,0.8612,-0.2972,-0.9622,-1.933,0.3329,0.0256
id_08981fad1,trt_cp,24,D2,-0.2911,-0.2037,-0.044,0.1549,0.1881,0.352
id_0898dced4,trt_cp,72,D1,-0.5982,-0.7322,-0.0576,0.6948,0.5287,0.2834
id_08a284550,trt_cp,48,D2,-0.6187,-0.0498,-0.6431,-0.1736,-0.4427,0.9004
id_08a7125a6,ctl_vehicle,72,D2,1.321,0.1421,-0.2889,0.3505,0.9699,-0.8798
id_08a79bdc1,trt_cp,24,D1,-0.7087,0.1276,0.5151,-0.1235,-0.2625,0.207
id_08a7e5edb,trt_cp,24,D2,-0.3908,-0.2189,-0.3878,-0.7738,-0.1417,-0.4111
id_08a9df853,trt_cp,48,D1,2.137,0.9874,0.8352,-0.114,-0.2896,0.6281
id_08aa2650c,trt_cp,48,D2,2.009,-0.4491,-0.1231,0.8325,0.2274,0.8089
id_08abaa033,ctl_vehicle,24,D2,-0.0484,0.7217,-1.107,0.3205,1.465,1.652
id_08aeb6e62,trt_cp,24,D2,0.0757,-0.6652,0.7826,1.051,0.001,0.7936
id_08b0e7b17,trt_cp,48,D2,-0.2102,0.5404,-1.413,0.4561,-0.0332,0.3563
id_08b1a6056,trt_cp,24,D1,-0.061,-0.0311,-0.4795,0.607,-0.3207,0.2142
id_08bdc0f31,trt_cp,48,D2,0.6443,-0.3474,-2.857,0.4895,-0.2713,0.4751
id_08bf3141f,trt_cp,72,D1,-0.8532,0.4418,0.7635,0.7291,0.4324,-1.458
id_08c0779c0,trt_cp,48,D1,-0.0755,0.4723,-0.4886,-0.2502,-0.5509,-0.0767
id_08c0cb1c4,trt_cp,72,D1,0.3539,0.4348,-0.9914,-0.1734,0.5451,0.042
id_08c603d85,trt_cp,72,D1,0.1549,-0.2981,-0.6698,-0.7312,-0.0312,1.104
id_08c6c9b16,trt_cp,48,D1,0.3501,0.1625,-0.2436,0.3318,0.2184,-0.6323
id_08c71c324,trt_cp,48,D2,-0.7889,-0.8045,1.077,0.6214,-0.1364,-0.1226
id_08c767903,trt_cp,24,D2,-0.4,0.4233,0.3597,-0.404,-0.1867,1.044
id_08c91b32c,trt_cp,72,D2,-0.2479,0.5228,-1.8,-0.0182,0.3607,0.0318
id_08c941d58,trt_cp,24,D1,-0.5924,0.9399,0.6259,0.7574,-0.477,-0.2653
id_08ca53ec0,trt_cp,72,D2,-0.4048,-0.3188,0.7027,0.5724,-0.0772,-0.4035
id_08cb20d26,ctl_vehicle,24,D2,0.9665,0.886,0.4069,-0.5629,0.7526,0.1808
id_08cbe21a9,trt_cp,72,D2,-1.314,-1.18,-0.0554,-1.135,-1.273,0.2106
id_08cc332d8,trt_cp,48,D2,-0.2755,-0.3504,-0.3253,0.4082,0.4358,-0.2337
id_08cd1e6b2,trt_cp,24,D2,0.7018,0.3974,0.2548,0.2194,0.5521,-0.2226
id_08cf03104,trt_cp,72,D2,0.0413,0.344,-2.621,-1.825,1.893,-0.4702
id_08d1726b9,trt_cp,24,D2,0.0372,0.0828,-0.3948,-0.3992,0.1702,-1.097
id_08d581ca8,trt_cp,72,D1,-0.4448,-1.002,0.7668,-0.0658,-1.014,-0.8213
id_08d6bd198,trt_cp,72,D2,-1.24,0.3076,0.0539,0.8285,0.0237,-1.614
id_08d9b9f1a,trt_cp,24,D2,0.0083,-0.0094,1.351,-0.2188,-0.0495,-0.7587
id_08e5b2b3f,trt_cp,72,D2,3.81,0.4686,0.878,0.1207,-0.5637,-1.551
id_08e72d81b,trt_cp,72,D1,-0.0784,-0.02,0.0025,-0.6758,-0.3333,-0.2166
id_08ec659cb,trt_cp,24,D1,-0.3246,-0.4507,0.5274,-0.3342,1.357,-1.389
id_08f4c2673,trt_cp,24,D2,-0.4327,-0.4847,0.1847,0.3849,0.1241,-0.2551
id_08f556ff1,trt_cp,24,D1,-0.6303,0.2633,-0.5591,-0.1265,-0.4954,-0.8032
id_08f83e900,trt_cp,72,D1,0.6416,0.5074,0.2001,-0.0371,-0.5001,-1.646
id_08f897793,trt_cp,48,D2,-0.8107,-0.0965,-0.3689,0.2037,-0.3229,-1.217
id_08fbc6131,ctl_vehicle,48,D1,-1.848,-2.272,0.4129,1.575,-1.416,-0.1079
id_08ffed841,trt_cp,48,D1,2.909,-1.99,0.9251,-2.203,-0.5839,1.018
id_090a5343d,trt_cp,72,D2,-0.0909,-0.0532,0.1353,-0.3118,0.4204,0.3609
id_090cc7901,trt_cp,72,D2,-0.1481,1.034,-0.8829,-0.2966,-0.1284,1.339
id_090d5faab,trt_cp,72,D1,0,-1.375,-1.162,0.1047,-0.8825,-3.215
id_09104198b,trt_cp,24,D1,0.027,-0.3166,-1.36,-0.7759,-0.535,0.6204
id_09119dd46,trt_cp,48,D2,0.1002,-0.7122,1.546,0.5281,-0.3355,-0.6747
id_091269bf0,trt_cp,72,D2,-1.235,-0.3012,-1.223,0.0724,0.3792,-1.059
id_091319dd9,ctl_vehicle,48,D2,-1.021,0.9781,-0.9053,-0.752,0.5811,-0.9816
id_0913c488a,trt_cp,24,D2,-0.8884,-0.7467,2.06,1.788,-0.3135,0.0537
id_091adeed4,ctl_vehicle,24,D1,0.8544,-0.3521,0.1203,-0.5288,-1.129,-2.195
id_091b0ebc7,trt_cp,48,D2,-0.1088,-0.3765,0.7277,-0.4977,0.9145,0.5957
id_0921fcf48,trt_cp,24,D2,0.3709,0.0989,0.2318,-0.5179,0.5242,0.4666
id_092277158,trt_cp,24,D1,2.782,-0.4998,2.128,-0.4595,0.5943,-0.1839
id_092515095,trt_cp,48,D2,0.4847,0.6099,-2.272,2.045,0.4728,-0.622
id_092c41e5d,trt_cp,24,D2,0.1927,-0.4309,-0.5306,-0.3241,0.3098,0.9732
id_0937b74ce,ctl_vehicle,24,D2,0.173,0.4785,-0.7862,-0.5821,-0.387,-0.1222
id_093a1f12f,trt_cp,72,D1,-0.3353,-0.1445,-0.6212,-0.5113,-0.2851,0.0967
id_093c31e74,trt_cp,24,D1,0.5844,0.7979,-0.1805,0.4344,0.9827,-0.7607
id_093d03684,trt_cp,48,D2,0.6202,-0.8372,-3.809,-0.4751,0.0103,-0.507
id_093dbbed3,trt_cp,48,D2,0.3065,1.244,-0.0314,-0.3983,0.5652,0.372
id_093df434f,trt_cp,24,D1,-0.4905,-0.3547,-0.3108,-0.329,-0.4764,0.5906
id_0946d43dc,trt_cp,72,D1,3.126,-1.253,1.516,-0.145,-0.7312,-3.104
id_09471a86e,trt_cp,72,D1,0.5214,-0.5757,-1.67,0.1332,-1.057,-0.0867
id_0948b901f,trt_cp,24,D2,0.8657,-0.6615,0.6172,-0.1482,-0.5242,-0.8423
id_094c6d526,trt_cp,48,D2,0.5033,-0.0352,0.1587,0.5266,-0.3651,1.756
id_094f7ddb9,trt_cp,72,D2,0.8263,0.7824,-0.5254,-0.2562,0.0269,0.6965
id_095085268,trt_cp,48,D1,-1.318,0.4561,0.7386,0.6071,-1.359,-0.7981
id_095199600,ctl_vehicle,24,D1,-0.3428,1.417,-0.1691,-0.057,1.341,0.4492
id_0953ff5dd,trt_cp,48,D2,0.025,-0.071,3.488,-0.1361,0.2868,-0.4418
id_0954ebba0,trt_cp,72,D2,0.8571,1.424,-0.1655,-0.339,-0.5367,0.5911
id_095a25978,trt_cp,72,D1,1.026,0.6833,1.558,0.6367,0.0811,-1.431
id_095cd83b0,trt_cp,72,D2,0.7894,0.5681,0.2256,-0.4599,-0.2628,-0.6764
id_096364a52,trt_cp,72,D2,-0.926,-0.5568,-0.4901,0.2643,-0.1432,0.227
id_096706890,trt_cp,48,D1,-0.4266,-0.9496,-0.622,-0.2343,-0.5085,-1.142
id_09686bf3b,trt_cp,72,D1,0.2003,-1.809,1.189,0.5311,-1.046,0.1933
id_096ed240b,trt_cp,48,D2,-0.4067,-0.3748,0.1503,0.0013,-0.3662,0.9471
id_0971c8e23,trt_cp,72,D2,0.8758,-0.3827,-2.245,-0.5138,0.0244,0.1205
id_0971f9b36,trt_cp,48,D2,2.385,0.6789,-0.3934,-0.3149,0.3976,0.2077
id_0974a9618,trt_cp,48,D2,0.3533,-0.8228,1.156,0.0358,-1.051,0.7178
id_0977a12e6,trt_cp,24,D1,-0.6023,0.4496,-0.7059,0.3477,0.1362,0.2208
id_097e87962,trt_cp,24,D2,-0.6565,0.1558,2.072,-0.284,-0.0978,0.5418
id_097fc1346,trt_cp,24,D2,-0.6587,0.0143,-0.4433,-0.0799,-0.4317,0.7033
id_0980b2e6b,trt_cp,48,D1,-0.4482,-0.7739,-0.3262,-0.5166,-0.5763,0.0114
id_09820e86d,trt_cp,24,D1,-0.9238,0.6866,0.2753,-1.29,-0.3074,-0.511
id_0986c77f8,trt_cp,72,D2,-0.2026,0.0343,0.636,-0.4445,0.7098,0.7532
id_0988777c6,trt_cp,48,D1,-0.6931,0.7392,-0.3152,-0.237,-0.0644,0.054
id_098b9360c,trt_cp,24,D2,-0.6205,0.0301,-0.499,0.5586,-0.1516,-0.3516
id_098bf976e,trt_cp,48,D2,-0.2645,-0.9814,-0.4198,0.3629,-0.5073,-0.3971
id_098dfe9d2,trt_cp,72,D1,-0.9331,0.8599,0.2973,-0.5699,-0.0039,-1.887
id_098e6955f,trt_cp,24,D2,4.29,2.409,1.561,2.894,2.393,-3.325
id_099279d48,trt_cp,72,D1,-0.4342,-1.122,1.244,0.0681,-0.7962,0.3934
id_0993b8e8f,trt_cp,72,D2,-0.3063,-0.4333,-0.7017,0.581,0.6477,0.2064
id_099460f03,trt_cp,72,D2,-0.6574,1.41,0.6745,0.6923,-0.3972,0.8138
id_0994f591a,trt_cp,48,D1,-0.2036,-0.7709,0.6359,-0.4262,-1.224,0.1042
id_099a7a509,trt_cp,48,D2,5.405,5.033,-0.552,-2.086,6.191,-10
id_099b61931,trt_cp,24,D2,-0.2555,0.3764,-0.434,0.7396,-0.5271,1.359
id_099d18017,trt_cp,48,D1,0.0529,-0.3857,-0.4906,0.6278,0.4083,0.3845
id_099e7f7ac,trt_cp,24,D1,1.943,-0.3102,1.02,0.1541,-0.8849,-0.6663
id_09a335c57,trt_cp,24,D1,-0.4048,-1.532,2.262,0.4546,-0.3717,-0.6143
id_09a6e55e5,trt_cp,24,D2,0.4915,0.0749,-0.6394,0.5282,0.0445,-0.5916
id_09a874f4a,trt_cp,72,D2,0.5532,0.3629,1.247,0.9209,-0.394,-1.932
id_09aee8117,trt_cp,48,D1,-0.2836,0.1913,-0.1289,0.2591,2.049,-0.1643
id_09b6435c1,trt_cp,24,D1,-0.3303,-0.1159,-0.7455,-0.3494,1.296,0.5864
id_09ba37a41,trt_cp,48,D2,-0.6972,-0.8153,0.3242,0.3215,-0.0384,-0.5885
id_09ba7fbba,trt_cp,48,D1,-0.9304,-0.6327,0.0197,0.3979,-0.2185,-0.457
id_09bfb1fda,trt_cp,24,D1,-1.095,-0.8086,-0.8571,0.0921,0.2501,0.0284
id_09bfc2b33,trt_cp,48,D2,-0.1909,-0.6844,0.847,0.6346,0.165,-0.0877
id_09c3d235a,trt_cp,72,D1,-0.5264,0.3404,0.1444,-0.0961,0.0698,0.0173
id_09c43a51e,trt_cp,24,D2,0.0743,-0.0882,0.0004,-0.1157,-0.3598,-0.5109
id_09c631ac1,trt_cp,24,D1,1.073,0.5288,0.4956,-0.3282,0.8897,-1.66
id_09c81a187,trt_cp,24,D1,-0.5573,-1.587,0.8034,0.0158,0.4458,0.9448
id_09ca34d58,trt_cp,48,D2,0.5467,-1.536,0.7297,1.266,-1.049,0.5
id_09d04c20a,trt_cp,48,D1,-0.2553,-0.3568,2.104,0.471,-0.3118,0.6106
id_09d635b26,trt_cp,48,D1,0.8755,0.1147,0.5868,0.1565,0.2679,-0.5072
id_09d705474,trt_cp,72,D2,0.9773,-0.7925,0.5173,-0.873,0.1306,0.2433
id_09db27a22,trt_cp,24,D2,0.6016,0.0727,0.8771,0.5508,0.0858,-0.6693
id_09dc3456c,trt_cp,24,D2,-0.2709,0.0537,0.3634,-0.8381,0.0382,-0.3683
id_09deba939,trt_cp,72,D2,-0.2086,-0.0383,-0.3755,-0.2126,0.6546,0.2981
id_09e3c8f6a,trt_cp,48,D2,-0.8227,-0.1042,0.3913,0.5334,-0.4634,0.5206
id_09e4eea26,trt_cp,72,D1,0.1271,0.3151,0.67,0.865,-0.4236,-0.0645
id_09e8bc7c4,trt_cp,48,D2,0.1019,-0.147,-0.2967,0.6304,-0.0138,0.7511
id_09ee31cb4,trt_cp,48,D1,1.085,-1.144,2.945,0.2621,-0.3545,0.1598
id_09f358173,trt_cp,24,D1,-1.151,-0.0198,-0.3487,0.5615,0.8959,-0.5105
id_09f3986b3,trt_cp,24,D1,-1.398,-0.4401,0.0209,-0.2341,1.227,0.573
id_09f3cdc66,trt_cp,24,D1,-0.4769,-0.6286,0.4564,0.6478,0.7609,-0.5024
id_09f8d2d75,trt_cp,72,D2,-0.4096,-0.3177,-0.2818,-0.3819,0.271,0.0638
id_09fb3ebaa,trt_cp,24,D1,0.6953,0.5784,0.0265,0.057,1.436,-0.3207
id_0a0b6d9f7,trt_cp,72,D2,0.026,0.1202,-1.113,-0.1126,-0.0309,0.2331
id_0a0da71c5,trt_cp,72,D2,0.2201,0.284,0.0046,0.3456,0.8451,-0.2974
id_0a0e998a7,trt_cp,24,D2,-0.1346,0.5597,1.306,-0.2559,0.5458,0.6334
id_0a0f264bc,trt_cp,72,D2,-0.1772,-0.298,-0.2313,-0.3096,0.1154,-0.7605
id_0a1002ac3,trt_cp,24,D2,0.3607,0.0146,1.555,-0.5038,0.3408,-0.0763
id_0a14301fd,trt_cp,48,D1,0.3259,-0.3285,-0.9133,0.4758,-0.6867,-0.2439
id_0a19eb47e,ctl_vehicle,48,D2,-0.0936,-0.3634,-0.5982,-0.9344,-0.9718,0.6025
id_0a1e3f40b,trt_cp,48,D2,0.478,-0.4126,-0.0622,-0.063,0.6558,1.623
id_0a1eab6bf,trt_cp,48,D2,0.3638,0.3372,-0.7426,0.5833,0.3123,0.7385
id_0a233bd51,trt_cp,72,D2,0.042,2.172,-0.6494,0.4723,0.2955,0.4984
id_0a25453ae,trt_cp,72,D1,0.926,-1.802,-1.499,-0.0935,-1.777,-0.6053
id_0a2563125,ctl_vehicle,72,D1,-0.2968,-1.914,-0.7897,0.4961,-1.354,0.4767
id_0a2911bb7,trt_cp,48,D2,0.3877,-0.8824,-0.9347,-0.128,-0.0794,1.372
id_0a29d6d51,trt_cp,72,D1,0.3406,0.8006,0.8429,-0.3928,-0.1174,-0.1311
id_0a2c2427a,trt_cp,48,D1,-0.0134,-0.0079,0.3622,0.6284,0.0076,0.1974
id_0a2f3cf94,trt_cp,48,D2,-0.8226,0.0559,0.0503,0.5322,0.2505,0.76
id_0a2fd6631,trt_cp,48,D1,0.3387,0.8028,-0.2757,-0.2506,0.7314,1.005
id_0a358b57c,trt_cp,48,D1,-0.5247,-0.4245,-0.1764,-0.1613,1.045,-0.1379
id_0a36672a5,trt_cp,48,D1,0.4156,0.23,4.432,-0.3217,-1.014,-0.4963
id_0a3aae228,trt_cp,72,D1,0.9369,-1.025,0.7839,0.3578,-0.5325,0.0583
id_0a3d3d43d,trt_cp,48,D1,-0.1293,0.2708,0.1251,-0.1319,-0.2063,1.085
id_0a44065d9,trt_cp,24,D2,0.1086,0.8177,1.047,0.1577,0.6961,0.3558
id_0a44b08e2,trt_cp,24,D1,0.1555,0.2406,-0.2649,-0.8381,1.008,0.2574
id_0a4607931,trt_cp,24,D1,0.5701,-0.0513,2.472,0.5497,-0.3282,0.5505
id_0a4a280ff,trt_cp,48,D2,-0.7111,1.065,0.4987,-0.1351,-1.65,0.168
id_0a4a9f6c8,trt_cp,48,D1,-0.6428,-1.343,0.2427,0.8852,-1.183,0.263
id_0a5061676,trt_cp,48,D2,0.0924,-0.2027,-0.347,-0.6046,-0.5852,-0.7087
id_0a50f2317,ctl_vehicle,48,D1,0.136,-0.3467,-0.925,0.0732,-1.04,0.0426
id_0a53ddedd,trt_cp,72,D1,-1.01,0.6034,-0.3299,-0.2809,0.5868,0.7767
id_0a544b8fb,trt_cp,48,D1,-0.6291,-0.1196,0.5052,0.651,-5.069,-0.2755
id_0a59e9aca,trt_cp,48,D2,2.891,-0.7466,-2.048,0.2988,-0.3677,-0.6748
id_0a5b05083,trt_cp,24,D1,0.6099,-2.346,0.7945,0.4637,1.883,-0.4131
id_0a5c99a2e,trt_cp,24,D1,0.674,0.1365,0.4508,-1.078,-0.0454,-0.396
id_0a5e000bd,trt_cp,48,D1,0.7028,-0.3412,-0.3611,-0.3288,-1.253,-0.2219
id_0a5efbcd4,trt_cp,24,D2,-0.4225,0.0165,1.018,-0.0637,-0.0761,-0.3082
id_0a615db6f,trt_cp,72,D1,-0.4365,0.447,-0.3751,-0.3339,-0.1168,1.661
id_0a689d619,ctl_vehicle,48,D1,-1.217,-0.5839,-0.426,-0.3619,1.061,0.6412
id_0a69a839d,trt_cp,72,D2,8.537,-0.5659,3.769,-5.766,3.86,-10
id_0a6b39036,trt_cp,48,D2,0.3623,0.3431,-2.333,0.2297,-0.1978,0.2771
id_0a6c150af,trt_cp,48,D2,-0.5697,1.16,0.5331,-0.2749,-0.7793,0.2244
id_0a6c60021,trt_cp,72,D1,0.1601,-0.0622,1.748,0.0917,-0.3486,1.117
id_0a6d69ea1,trt_cp,24,D1,0.915,0.7319,0.434,-0.2521,0.6631,-0.9007
id_0a7186869,trt_cp,48,D1,-0.3882,-0.1973,1.467,-0.0057,-0.61,-0.1492
id_0a735b9e5,trt_cp,72,D1,5.477,-1.425,1.365,-0.7376,1.284,-10
id_0a76b96dd,trt_cp,48,D2,0.1416,0.5178,-0.1477,0.2668,0.3334,0.4359
id_0a77d2672,trt_cp,48,D2,0.6092,-0.8355,-0.7048,0.8931,0.0527,1.099
id_0a780ab20,ctl_vehicle,24,D1,0.5275,-1.614,0.7616,0.4135,-0.0568,-1.135
id_0a7821620,trt_cp,24,D2,-1.183,0.1872,0.0342,0.5669,0.0387,-0.6562
id_0a7981d83,trt_cp,72,D2,0.0597,-0.9673,-0.3686,0.6344,-0.4689,-0.5042
id_0a7a74f7d,trt_cp,24,D1,-0.0748,-0.5507,-0.7655,0.2326,1.074,-1.447
id_0a7b379b6,trt_cp,48,D1,-0.6954,-0.6926,-0.7227,-0.0789,2.317,0.1817
id_0a7c53ac4,trt_cp,24,D1,-0.7039,0.2293,-0.8483,0.2135,3.979,0.4215
id_0a82498f6,trt_cp,24,D2,-1.148,0.0915,-1.002,1.229,0.1984,-0.1686
id_0a87c2a73,trt_cp,48,D1,-0.7274,0.332,-0.3033,-0.64,-0.4015,-0.3561
id_0a88edc7b,trt_cp,48,D1,5.225,0.9984,1.948,1.124,1.896,-9.517
id_0a8a23a29,trt_cp,72,D2,0.2916,0.5195,-1.787,1.032,0.6618,1.236
id_0a8ef19f0,trt_cp,48,D1,-0.808,-0.4635,-0.5425,0.1295,0.7359,0.0123
id_0a8fee0f8,ctl_vehicle,24,D1,0.5928,1.051,-0.0742,0.5682,-0.1861,0.8087
id_0a9019628,trt_cp,24,D1,1.633,-2.173,-0.0995,1.012,1.053,-0.4112
id_0a9c4dd52,trt_cp,72,D1,-0.939,-0.9371,0.5914,0.6206,-0.9231,-0.0212
id_0a9cc746f,trt_cp,48,D2,-0.1555,0.3941,-0.7375,-0.325,-0.2627,0.0244
id_0a9d6a3d4,trt_cp,72,D2,-0.0036,0.4304,-4.54,0.9423,0.3237,-0.1168
id_0a9e8ac96,trt_cp,72,D1,-0.2559,0.4584,0.354,0.8249,-1.084,0.6358
id_0aa222481,trt_cp,48,D1,-0.5284,-0.2121,-0.4334,-0.0583,-1.95,0.8473
id_0aa51a8e7,trt_cp,72,D1,0.615,0.0755,-0.3437,0.0351,-0.4676,-0.2729
id_0aa5d414d,trt_cp,72,D1,0.5584,-0.0311,0.4943,-0.2533,-0.5573,-1.142
id_0aaca9960,trt_cp,72,D2,-0.4276,-0.5823,-0.9438,0.2119,-1.057,-0.7402
id_0aace0edb,trt_cp,72,D2,0.8696,-0.481,0.4921,-0.3127,-0.3295,-1.165
id_0aaffbc69,trt_cp,24,D2,0.0098,0.4591,-0.2713,-0.7136,0.0593,-1.141
id_0ab1b6d41,trt_cp,72,D1,0.1193,-0.0191,-0.0974,-0.5572,0.3607,0.4037
id_0ab1d4566,trt_cp,72,D1,0.6866,-0.7038,-0.1653,-0.8347,0.452,0.3813
id_0ab20de22,trt_cp,48,D1,0.8213,-0.8679,0.7387,-0.6937,0.4704,-0.1928
id_0ab26769c,trt_cp,72,D1,0.1672,-0.2207,0.1416,-0.4408,0.7253,0.2218
id_0ab604ba6,trt_cp,48,D1,0.4899,-1.004,-0.4972,0.7831,0.5159,0.745
id_0ab711eab,trt_cp,72,D2,-0.6158,-1.296,0.3701,0.692,-0.6209,-0.6661
id_0ab7c6b73,trt_cp,48,D2,-0.5466,-0.5987,0.2878,-0.1804,-0.8086,-0.9979
id_0ababd7c2,trt_cp,48,D1,0.2329,0.0033,0.6527,-0.6816,0.8141,-0.1967
id_0abd206f3,trt_cp,24,D1,-0.3837,-0.9766,0.3102,1.699,-0.3183,0.8957
id_0ac0decf0,trt_cp,72,D2,-0.0249,-0.3802,-0.1626,-0.0891,0.2932,-0.0131
id_0ac6d1323,trt_cp,24,D1,0.3016,-1.804,-1.147,0.5086,1.798,0.4205
id_0ac7ad5ff,trt_cp,48,D1,7.154,-0.9365,1.557,-0.2576,3.974,-10
id_0aca77ae5,trt_cp,48,D1,-0.2898,0.7863,-1.196,-0.2252,1.772,0.8733
id_0ad06b9a9,trt_cp,24,D2,1.048,0.404,-0.1028,-0.285,0.3889,0.0369
id_0ad3a6e1c,trt_cp,72,D2,0.8816,0.4026,-0.139,0.254,1.037,0.1262
id_0ad923248,trt_cp,48,D2,-0.7939,-0.388,-1.092,0.0194,-0.6299,-0.0961
id_0ada54b07,trt_cp,48,D1,-0.2429,0.5056,0.3745,0.4735,1.931,-0.257
id_0add288cc,trt_cp,72,D1,-0.3736,-0.9235,0.6586,0.2393,-1.626,0.7018
id_0adf4d26e,trt_cp,72,D2,-0.0943,-0.1107,-0.5832,-0.1613,-1.237,0.8854
id_0adf9185a,trt_cp,72,D1,-0.9589,-1.233,1.467,-0.2014,-0.0413,-0.7217
id_0adfd954c,trt_cp,48,D2,5.424,1.093,0.4833,-3.37,6.895,-10
id_0adfef0c8,trt_cp,24,D2,-1.099,0.209,-1.238,0.6813,0.0954,-0.2073
id_0ae13e757,trt_cp,24,D2,-0.0558,0.2596,-0.299,-0.9919,-0.1014,-0.0365
id_0ae340f18,trt_cp,72,D2,0.3899,-0.1944,0.5919,-0.1158,-0.7722,0.7593
id_0ae57b471,ctl_vehicle,24,D2,0.8464,-0.2366,0.7657,0.0688,-0.5432,0.2356
id_0ae90846a,trt_cp,48,D1,0.5179,-0.0442,-0.6169,-0.3386,-1.138,0.4435
id_0aeeb1ee1,trt_cp,48,D2,0.3505,-1.32,0.9419,1.177,-1.266,0.5492
id_0aeef9aaf,trt_cp,24,D1,-0.3559,1.08,-0.8586,-0.372,1.393,-0.3334
id_0af0f4f2a,ctl_vehicle,48,D1,1.079,-0.5305,0.1998,-0.493,0.3145,-0.2836
id_0af2fe74a,trt_cp,72,D2,-0.6633,-1.214,-2.273,-0.4764,0.8302,0.7143
id_0af6dba54,trt_cp,48,D2,0.5704,-0.8229,0.5437,-0.3365,0.1114,-0.947
id_0af8383aa,trt_cp,48,D2,-0.1465,0.3325,-0.5683,1.4,0.2354,-0.9118
id_0af8a2e33,trt_cp,72,D1,0.7071,-0.2618,-0.8798,-0.5369,0.2297,-0.0263
id_0afa41567,trt_cp,72,D1,0.0004,-0.0823,0.4351,0.3521,-0.1561,0.2919
id_0affd89a8,trt_cp,72,D2,-0.2728,1.477,0.3013,0.3799,0.0476,-0.1723
id_0b000d4f5,trt_cp,72,D1,0.3869,-0.735,0.0742,0.5888,-0.3935,0.1009
id_0b0195542,trt_cp,24,D2,-0.2076,0.1844,1.707,0.535,-0.2295,-0.1906
id_0b04c7ac4,ctl_vehicle,48,D1,0.8095,0.4385,-0.6177,-0.7663,-0.253,1.013
id_0b0561637,trt_cp,48,D1,-0.4712,-0.9878,0.4108,0.3133,0.4784,-0.0952
id_0b07df668,trt_cp,24,D2,-1.368,-0.646,-0.0342,0.4641,-1.109,-0.2278
